model_output_id,canonical_sci,canonical_zh,canonical_en,family_sci,family_zh,order_sci,iucn,protect_level,v3_n,v1_n,aug_n,in_china_v12,note
223,Calandrella dukhunensis,蒙古短趾百灵,mongolian short toed lark,Alaudidae,百灵科,PASSERIFORMES,LC,,138,138,0,true,
224,Calcarius lapponicus,铁爪鹀,lapland longspur,Calcariidae,铁爪鹀科,PASSERIFORMES,LC,,215,215,0,true,
225,Calidris acuminata,尖尾滨鹬,sharp tailed sandpiper,Scolopacidae,丘鹬科,CHARADRIIFORMES,VU,,264,264,0,true,IUCN红色名录等级由LC升为VU
226,Calidris alba,三趾滨鹬,sanderling,Scolopacidae,丘鹬科,CHARADRIIFORMES,LC,,406,406,0,true,
227,Calidris alpina,黑腹滨鹬,dunlin,Scolopacidae,丘鹬科,CHARADRIIFORMES,NT,,864,864,0,true,IUCN红色名录等级由LC升为NT
228,Calidris bairdii,黑腰滨鹬,baird's sandpiper,Scolopacidae,丘鹬科,CHARADRIIFORMES,LC,,81,33,48,true,2022年9月12日，浙江温州瑞安，常惠、刘勇、庄磊隽、严志文、方明和、许莉颖、刘爱华、王晓梅、刘海、王翠（严志文等，2023）
229,Calidris canutus,红腹滨鹬,red knot,Scolopacidae,丘鹬科,CHARADRIIFORMES,NT,,311,311,0,true,
230,Calidris falcinellus,阔嘴鹬,broad billed sandpiper,Scolopacidae,丘鹬科,CHARADRIIFORMES,VU,二级,204,204,0,true,IUCN红色名录等级由LC升为VU
231,Calidris ferruginea,弯嘴滨鹬,curlew sandpiper,Scolopacidae,丘鹬科,CHARADRIIFORMES,VU,,279,279,0,true,IUCN红色名录等级由NT升为VU
235,Calidris melanotos,斑胸滨鹬,pectoral sandpiper,Scolopacidae,丘鹬科,CHARADRIIFORMES,LC,,170,170,0,true,
236,Calidris minuta,小滨鹬,little stint,Scolopacidae,丘鹬科,CHARADRIIFORMES,LC,,258,258,0,true,
238,Calidris pugnax,流苏鹬,ruff,Scolopacidae,丘鹬科,CHARADRIIFORMES,LC,,241,241,0,true,
239,Calidris pygmaea,勺嘴鹬,spoon billed sandpiper,Scolopacidae,丘鹬科,CHARADRIIFORMES,CR,一级,622,622,0,true,
240,Calidris ruficollis,红颈滨鹬,red necked stint,Scolopacidae,丘鹬科,CHARADRIIFORMES,NT,,381,381,0,true,
241,Calidris subminuta,长趾滨鹬,long toed stint,Scolopacidae,丘鹬科,CHARADRIIFORMES,LC,,435,435,0,true,
243,Calidris temminckii,青脚滨鹬,temminck's stint,Scolopacidae,丘鹬科,CHARADRIIFORMES,LC,,337,337,0,true,
244,Calidris tenuirostris,大滨鹬,great knot,Scolopacidae,丘鹬科,CHARADRIIFORMES,EN,二级,226,226,0,true,
246,Calliope calliope,红喉歌鸲,siberian rubythroat,Muscicapidae,鹟科,PASSERIFORMES,LC,二级,371,371,0,true,
248,Calliope pectardens,金胸歌鸲,firethroat,Muscicapidae,鹟科,PASSERIFORMES,NT,二级,102,72,30,true,
249,Calliope pectoralis,黑胸歌鸲,white tailed rubythroat,Muscicapidae,鹟科,PASSERIFORMES,LC,,96,66,30,true,
250,Calliope tschebaiewi,白须黑胸歌鸲,chinese rubythroat,Muscicapidae,鹟科,PASSERIFORMES,LC,,102,71,31,true,
251,Calonectris leucomelas,白额鹱,streaked shearwater,Procellariidae,鹱科,PROCELLARIIFORMES,NT,,201,201,0,true,
253,Caprimulgus affinis,林夜鹰,savanna nightjar,Caprimulgidae,夜鹰科,CAPRIMULGIFORMES,LC,,93,66,27,true,
254,Caprimulgus europaeus,欧夜鹰,european nightjar,Caprimulgidae,夜鹰科,CAPRIMULGIFORMES,LC,,120,120,0,true,
255,Caprimulgus jotaka,普通夜鹰,grey nightjar,Caprimulgidae,夜鹰科,CAPRIMULGIFORMES,LC,,247,247,0,true,
256,Caprimulgus macrurus,长尾夜鹰,large tailed nightjar,Caprimulgidae,夜鹰科,CAPRIMULGIFORMES,LC,,94,49,45,true,
257,Carduelis carduelis,红额金翅雀,european goldfinch,Fringillidae,燕雀科,PASSERIFORMES,LC,,259,209,50,true,
258,Carpodacus davidianus,中华朱雀,chinese beautiful rosefinch,Fringillidae,燕雀科,PASSERIFORMES,NR,,130,130,0,true,中文名由红眉朱雀改为中华朱雀
259,Carpodacus dubius,白眉朱雀,chinese white browed rosefinch,Fringillidae,燕雀科,PASSERIFORMES,LC,,312,312,0,true,
260,Carpodacus edwardsii,棕朱雀,dark rumped rosefinch,Fringillidae,燕雀科,PASSERIFORMES,LC,,92,92,0,true,
261,Carpodacus erythrinus,普通朱雀,common rosefinch,Fringillidae,燕雀科,PASSERIFORMES,LC,,365,365,0,true,
262,Carpodacus formosanus,台湾酒红朱雀,taiwan rosefinch,Fringillidae,燕雀科,PASSERIFORMES,LC,,82,40,42,true,
265,Carpodacus pulcherrimus,红眉朱雀,himalayan beautiful rosefinch,Fringillidae,燕雀科,PASSERIFORMES,LC,,134,134,0,true,中文名由喜山红眉朱雀改为红眉朱雀
266,Carpodacus puniceus,红胸朱雀,red fronted rosefinch,Fringillidae,燕雀科,PASSERIFORMES,LC,,93,93,0,true,
267,Carpodacus rhodochlamys,红腰朱雀,red mantled rosefinch,Fringillidae,燕雀科,PASSERIFORMES,LC,,90,48,42,true,
268,Carpodacus roborowskii,藏雀,tibetan rosefinch,Fringillidae,燕雀科,PASSERIFORMES,LC,二级,82,82,0,true,
271,Carpodacus roseus,北朱雀,pallas's rosefinch,Fringillidae,燕雀科,PASSERIFORMES,LC,二级,270,270,0,true,
272,Carpodacus rubicilla,大朱雀,spotted great rosefinch,Fringillidae,燕雀科,PASSERIFORMES,LC,,146,146,0,true,
273,Carpodacus rubicilloides,拟大朱雀,streaked rosefinch,Fringillidae,燕雀科,PASSERIFORMES,LC,,105,105,0,true,
274,Carpodacus sibiricus,长尾雀,siberian long tailed rosefinch,Fringillidae,燕雀科,PASSERIFORMES,LC,,195,195,0,true,英文名由Long-tailed Rosefinch改为Siberian Long-tailed Rosefinch
276,Carpodacus sipahi,血雀,scarlet finch,Fringillidae,燕雀科,PASSERIFORMES,LC,,158,158,0,true,
277,Carpodacus stoliczkae,沙色朱雀,pale rosefinch,Fringillidae,燕雀科,PASSERIFORMES,LC,,76,76,0,true,
278,Carpodacus subhimachalus,红眉松雀,crimson browed finch,Fringillidae,燕雀科,PASSERIFORMES,LC,,90,90,0,true,
280,Carpodacus trifasciatus,斑翅朱雀,three banded rosefinch,Fringillidae,燕雀科,PASSERIFORMES,LC,,102,102,0,true,
281,Carpodacus verreauxii,点翅朱雀,sharpe's rosefinch,Fringillidae,燕雀科,PASSERIFORMES,LC,,85,85,0,true,
282,Carpodacus vinaceus,酒红朱雀,vinaceous rosefinch,Fringillidae,燕雀科,PASSERIFORMES,LC,,218,218,0,true,
283,Carpodacus waltoni,曙红朱雀,pink rumped rosefinch,Fringillidae,燕雀科,PASSERIFORMES,LC,,159,159,0,true,
284,Cecropis daurica,金腰燕,red rumped swallow,Hirundinidae,燕科,PASSERIFORMES,LC,,1048,1048,0,true,
285,Centropus bengalensis,小鸦鹃,lesser coucal,Cuculidae,杜鹃科,CUCULIFORMES,LC,二级,264,264,0,true,
286,Centropus sinensis,褐翅鸦鹃,greater coucal,Cuculidae,杜鹃科,CUCULIFORMES,LC,二级,296,296,0,true,
287,Cephalopyrus flammiceps,火冠雀,fire capped tit,Paridae,山雀科,PASSERIFORMES,LC,,231,231,0,true,
288,Cercotrichas galactotes,棕薮鸲,rufous tailed scrub robin,Muscicapidae,鹟科,PASSERIFORMES,LC,,79,47,32,true,
290,Certhia discolor,褐喉旋木雀,brown throated treecreeper,Certhiidae,旋木雀科,PASSERIFORMES,LC,,97,48,49,true,
291,Certhia familiaris,旋木雀,eurasian treecreeper,Certhiidae,旋木雀科,PASSERIFORMES,LC,,97,97,0,true,
292,Certhia himalayana,高山旋木雀,bar tailed treecreeper,Certhiidae,旋木雀科,PASSERIFORMES,LC,,201,201,0,true,
293,Certhia hodgsoni,霍氏旋木雀,hodgson's treecreeper,Certhiidae,旋木雀科,PASSERIFORMES,LC,,183,183,0,true,
295,Certhia nipalensis,锈红腹旋木雀,rusty flanked treecreeper,Certhiidae,旋木雀科,PASSERIFORMES,LC,,81,81,0,true,
296,Certhia tianquanensis,四川旋木雀,sichuan treecreeper,Certhiidae,旋木雀科,PASSERIFORMES,LC,二级,86,54,32,true,
297,Ceryle rudis,斑鱼狗,pied kingfisher,Alcedinidae,翠鸟科,CORACIIFORMES,LC,,634,634,0,true,
298,Cettia brunnifrons,棕顶树莺,grey sided bush warbler,Cettiidae,树莺科,PASSERIFORMES,LC,,183,183,0,true,
299,Cettia castaneocoronata,栗头地莺,chestnut headed tesia,Cettiidae,树莺科,PASSERIFORMES,LC,,140,140,0,true,
300,Cettia cetti,宽尾树莺,cetti's warbler,Cettiidae,树莺科,PASSERIFORMES,LC,,80,46,34,true,
301,Cettia major,大树莺,chestnut crowned bush warbler,Cettiidae,树莺科,PASSERIFORMES,LC,,86,74,12,true,
302,Ceyx erithaca,三趾翠鸟,black backed dwarf kingfisher,Alcedinidae,翠鸟科,CORACIIFORMES,NT,,94,66,28,true,IUCN红色名录等级由LC升为NT 英文名由Oriental Dwarf Kingfisher修改为Black-backed Dwarf Kingfisher
303,Chalcoparia singalensis,紫颊直嘴太阳鸟,ruby cheeked sunbird,Nectariniidae,太阳鸟科,PASSERIFORMES,LC,,129,129,0,true,
304,Chalcophaps indica,绿翅金鸠,emerald dove,Columbidae,鸠鸽科,COLUMBIFORMES,LC,,134,134,0,true,
305,Charadrius dubius,金眶鸻,little ringed plover,Charadriidae,鸻科,CHARADRIIFORMES,LC,,393,393,0,true,
306,Charadrius hiaticula,剑鸻,common ringed plover,Charadriidae,鸻科,CHARADRIIFORMES,LC,,181,181,0,true,
307,Charadrius placidus,长嘴剑鸻,long billed plover,Charadriidae,鸻科,CHARADRIIFORMES,LC,,461,461,0,true,
308,Chelidorhynx hypoxanthus,黄腹扇尾鹟,yellow bellied fantail,Stenostiridae,仙莺科,PASSERIFORMES,LC,,136,136,0,true,
309,Chlamydotis macqueenii,波斑鸨,asian houbara,Otididae,鸨科,OTIDIFORMES,VU,一级,93,55,38,true,英文名由Macqueen's Bustard改为Asian Houbara
310,Chlidonias hybrida,须浮鸥,whiskered tern,Laridae,鸥科,CHARADRIIFORMES,LC,,520,520,0,true,
311,Chlidonias leucopterus,白翅浮鸥,white winged tern,Laridae,鸥科,CHARADRIIFORMES,LC,,361,361,0,true,
312,Chlidonias niger,黑浮鸥,black tern,Laridae,鸥科,CHARADRIIFORMES,LC,二级,141,141,0,true,
313,Chloris ambigua,黑头金翅雀,black headed greenfinch,Fringillidae,燕雀科,PASSERIFORMES,LC,,145,145,0,true,
314,Chloris chloris,欧金翅雀,european greenfinch,Fringillidae,燕雀科,PASSERIFORMES,LC,,75,75,0,true,
315,Chloris sinica,金翅雀,grey capped greenfinch,Fringillidae,燕雀科,PASSERIFORMES,LC,,2405,2405,0,true,
316,Chloris spinoides,高山金翅雀,yellow breasted greenfinch,Fringillidae,燕雀科,PASSERIFORMES,LC,,93,62,31,true,
317,Chloropsis aurifrons,金额叶鹎,golden fronted leafbird,Chloropseidae,叶鹎科,PASSERIFORMES,LC,,97,67,30,true,
318,Chloropsis hardwickii,黄冠橙腹叶鹎,orange bellied leafbird,Chloropseidae,叶鹎科,PASSERIFORMES,LC,,345,345,0,true,
319,Chloropsis lazulina,橙腹叶鹎,greyish crowned leafbird,Chloropseidae,叶鹎科,PASSERIFORMES,LC,,361,361,0,true,
320,Chloropsis moluccensis,蓝翅叶鹎,blue winged leafbird,Chloropseidae,叶鹎科,PASSERIFORMES,NT,,95,95,0,true,
321,Chroicocephalus brunnicephalus,棕头鸥,brown headed gull,Laridae,鸥科,CHARADRIIFORMES,LC,,387,387,0,true,
322,Chroicocephalus genei,细嘴鸥,slender billed gull,Laridae,鸥科,CHARADRIIFORMES,LC,,218,218,0,true,
323,Chroicocephalus novaehollandiae,澳洲红嘴鸥,silver gull,Laridae,鸥科,CHARADRIIFORMES,LC,,80,40,40,true,
324,Chroicocephalus ridibundus,红嘴鸥,black headed gull,Laridae,鸥科,CHARADRIIFORMES,LC,,1656,1656,0,true,
325,Chrysococcyx maculatus,翠金鹃,asian emerald cuckoo,Cuculidae,杜鹃科,CUCULIFORMES,LC,,102,102,0,true,
326,Chrysococcyx xanthorhynchus,紫金鹃,violet cuckoo,Cuculidae,杜鹃科,CUCULIFORMES,LC,,253,253,0,true,
327,Chrysocolaptes guttacristatus,大金背啄木鸟,greater flameback,Picidae,啄木鸟科,PICIFORMES,LC,,122,122,0,true,
328,Chrysolophus amherstiae,白腹锦鸡,lady amherst's pheasant,Phasianidae,雉科,GALLIFORMES,LC,二级,214,214,0,true,
329,Chrysolophus pictus,红腹锦鸡,golden pheasant,Phasianidae,雉科,GALLIFORMES,LC,二级,401,401,0,true,
330,Chrysomma sinense,金眼鹛雀,yellow eyed babbler,Paradoxornithidae,鸦雀科,PASSERIFORMES,LC,,87,87,0,true,
331,Chrysophlegma flavinucha,大黄冠啄木鸟,greater yellownape,Picidae,啄木鸟科,PICIFORMES,LC,二级,240,240,0,true,
332,Ciconia boyciana,东方白鹳,oriental stork,Ciconiidae,鹳科,CICONIIFORMES,EN,一级,826,826,0,true,
333,Ciconia ciconia,白鹳,white stork,Ciconiidae,鹳科,CICONIIFORMES,LC,一级,96,70,26,true,
334,Ciconia episcopus,白颈鹳,asian woolly necked stork,Ciconiidae,鹳科,CICONIIFORMES,NT,,92,42,50,true,英文名由Asian Woollyneck改为Asian Woolly-necked Stork
335,Ciconia nigra,黑鹳,black stork,Ciconiidae,鹳科,CICONIIFORMES,LC,一级,1395,1395,0,true,
337,Cinclus cinclus,河乌,white throated dipper,Cinclidae,河乌科,PASSERIFORMES,LC,,141,141,0,true,
338,Cinclus pallasii,褐河乌,brown dipper,Cinclidae,河乌科,PASSERIFORMES,LC,,480,480,0,true,
339,Cinnyris asiaticus,紫色花蜜鸟,purple sunbird,Nectariniidae,太阳鸟科,PASSERIFORMES,LC,,167,167,0,true,
340,Cinnyris jugularis,黄腹花蜜鸟,olive backed sunbird,Nectariniidae,太阳鸟科,PASSERIFORMES,LC,,117,117,0,true,
341,Circaetus gallicus,短趾雕,short toed snake eagle,Accipitridae,鹰科,ACCIPITRIFORMES,LC,二级,251,251,0,true,
342,Circus aeruginosus,白头鹞,western marsh harrier,Accipitridae,鹰科,ACCIPITRIFORMES,LC,二级,119,119,0,true,
343,Circus cyaneus,白尾鹞,hen harrier,Accipitridae,鹰科,ACCIPITRIFORMES,LC,二级,638,638,0,true,
344,Circus macrourus,草原鹞,pallid harrier,Accipitridae,鹰科,ACCIPITRIFORMES,NT,二级,100,100,0,true,
345,Circus melanoleucos,鹊鹞,pied harrier,Accipitridae,鹰科,ACCIPITRIFORMES,LC,二级,309,309,0,true,
346,Circus pygargus,乌灰鹞,montagu's harrier,Accipitridae,鹰科,ACCIPITRIFORMES,LC,二级,94,55,39,true,
347,Circus spilonotus,白腹鹞,eastern marsh harrier,Accipitridae,鹰科,ACCIPITRIFORMES,LC,二级,687,687,0,true,
348,Cissa chinensis,蓝绿鹊,common green magpie,Corvidae,鸦科,PASSERIFORMES,LC,二级,92,92,0,true,
349,Cissa hypoleuca,印支绿鹊,indochinese green magpie,Corvidae,鸦科,PASSERIFORMES,LC,二级,82,49,33,true,
350,Cisticola exilis,金头扇尾莺,golden headed cisticola,Cisticolidae,扇尾莺科,PASSERIFORMES,LC,,88,88,0,true,
351,Cisticola juncidis,棕扇尾莺,zitting cisticola,Cisticolidae,扇尾莺科,PASSERIFORMES,LC,,510,510,0,true,
352,Clamator coromandus,红翅凤头鹃,chestnut winged cuckoo,Cuculidae,杜鹃科,CUCULIFORMES,LC,,329,329,0,true,
354,Clanga clanga,乌雕,greater spotted eagle,Accipitridae,鹰科,ACCIPITRIFORMES,VU,一级,225,225,0,true,
355,Clangula hyemalis,长尾鸭,long tailed duck,Anatidae,鸭科,ANSERIFORMES,VU,,238,238,0,true,
356,Coccothraustes coccothraustes,锡嘴雀,hawfinch,Fringillidae,燕雀科,PASSERIFORMES,LC,,910,910,0,true,
358,Cochoa viridis,绿宽嘴鸫,green cochoa,Turdidae,鸫科,PASSERIFORMES,LC,二级,89,89,0,true,
359,Coloeus dauuricus,达乌里寒鸦,daurian jackdaw,Corvidae,鸦科,PASSERIFORMES,LC,,410,410,0,true,
360,Coloeus monedula,寒鸦,eurasian jackdaw,Corvidae,鸦科,PASSERIFORMES,LC,,75,75,0,true,
362,Columba hodgsonii,点斑林鸽,speckled wood pigeon,Columbidae,鸠鸽科,COLUMBIFORMES,LC,,83,46,37,true,
363,Columba janthina,黑林鸽,japanese wood pigeon,Columbidae,鸠鸽科,COLUMBIFORMES,LC,,270,270,0,true,IUCN红色名录等级由NT降为LC
364,Columba leuconota,雪鸽,snow pigeon,Columbidae,鸠鸽科,COLUMBIFORMES,LC,,99,71,28,true,
365,Columba livia,原鸽,rock pigeon,Columbidae,鸠鸽科,COLUMBIFORMES,LC,,1155,1119,36,true,
366,Columba oenas,欧鸽,stock dove,Columbidae,鸠鸽科,COLUMBIFORMES,LC,,84,32,52,true,
370,Columba rupestris,岩鸽,hill pigeon,Columbidae,鸠鸽科,COLUMBIFORMES,LC,,351,351,0,true,
372,Copsychus malabaricus,白腰鹊鸲,white rumped shama,Muscicapidae,鹟科,PASSERIFORMES,LC,,278,278,0,true,
373,Copsychus saularis,鹊鸲,oriental magpie robin,Muscicapidae,鹟科,PASSERIFORMES,LC,,4879,4879,0,true,
374,Coracias affinis,棕胸佛法僧,indochinese roller,Coraciidae,佛法僧科,CORACIIFORMES,LC,,87,87,0,true,
375,Coracias garrulus,蓝胸佛法僧,european roller,Coraciidae,佛法僧科,CORACIIFORMES,LC,,107,107,0,true,
376,Coracina javensis,大鹃鵙,oriental cuckooshrike,Campephagidae,鹃鵙科,PASSERIFORMES,LC,,91,36,55,true,学名由Coracina macei改为Coracina javensis ，英文名由Large Cuckooshrike改为Oriental Cuckooshrike
377,Corvus corax,渡鸦,common raven,Corvidae,鸦科,PASSERIFORMES,LC,,245,245,0,true,
379,Corvus corone,小嘴乌鸦,carrion crow,Corvidae,鸦科,PASSERIFORMES,LC,,470,470,0,true,
380,Corvus frugilegus,秃鼻乌鸦,rook,Corvidae,鸦科,PASSERIFORMES,LC,,299,299,0,true,
382,Corvus macrorhynchos,大嘴乌鸦,large billed crow,Corvidae,鸦科,PASSERIFORMES,LC,,1194,1194,0,true,
383,Corvus splendens,家鸦,house crow,Corvidae,鸦科,PASSERIFORMES,LC,,89,89,0,true,
384,Corvus torquatus,白颈鸦,collared crow,Corvidae,鸦科,PASSERIFORMES,VU,,460,460,0,true,
388,Coturnix japonica,鹌鹑,japanese quail,Phasianidae,雉科,GALLIFORMES,NT,,182,146,36,true,
390,Crossoptilon auritum,蓝马鸡,blue eared pheasant,Phasianidae,雉科,GALLIFORMES,LC,二级,328,328,0,true,
391,Crossoptilon crossoptilon,白马鸡,white eared pheasant,Phasianidae,雉科,GALLIFORMES,LC,二级,227,227,0,true,IUCN红色名录等级由NT降为LC
392,Crossoptilon harmani,藏马鸡,tibetan eared pheasant,Phasianidae,雉科,GALLIFORMES,LC,二级,173,173,0,true,IUCN红色名录等级由NT降为LC
393,Crossoptilon mantchuricum,褐马鸡,brown eared pheasant,Phasianidae,雉科,GALLIFORMES,LC,一级,161,161,0,true,IUCN红色名录等级由VU降为LC
394,Cuculus canorus,大杜鹃,common cuckoo,Cuculidae,杜鹃科,CUCULIFORMES,LC,,594,594,0,true,
395,Cuculus micropterus,四声杜鹃,indian cuckoo,Cuculidae,杜鹃科,CUCULIFORMES,LC,,190,190,0,true,
396,Cuculus optatus,东方中杜鹃,oriental cuckoo,Cuculidae,杜鹃科,CUCULIFORMES,LC,,122,122,0,true,中文名由北方中杜鹃改为东方中杜鹃，IUCN红色名录等级改为LC
397,Cuculus poliocephalus,小杜鹃,asian lesser cuckoo,Cuculidae,杜鹃科,CUCULIFORMES,LC,,106,106,0,true,
398,Cuculus saturatus,中杜鹃,himalayan cuckoo,Cuculidae,杜鹃科,CUCULIFORMES,LC,,78,78,0,true,
399,Culicicapa ceylonensis,方尾鹟,grey headed canary flycatcher,Stenostiridae,仙莺科,PASSERIFORMES,LC,,382,382,0,true,
401,Curruca communis,灰白喉林莺,common whitethroat,Sylviidae,莺鹛科,PASSERIFORMES,LC,,108,73,35,true,
403,Curruca curruca,白喉林莺,lesser whitethroat,Sylviidae,莺鹛科,PASSERIFORMES,LC,,193,193,0,true,
405,Curruca nana,亚洲漠地林莺,asian desert warbler,Sylviidae,莺鹛科,PASSERIFORMES,LC,,95,39,56,true,
406,Curruca nisoria,横斑林莺,barred warbler,Sylviidae,莺鹛科,PASSERIFORMES,LC,,94,69,25,true,
407,Cutia nipalensis,斑胁姬鹛,himalayan cutia,Leiothrichidae,噪鹛科,PASSERIFORMES,LC,,100,71,29,true,
408,Cyanistes cyanus,灰蓝山雀,azure tit,Paridae,山雀科,PASSERIFORMES,LC,,298,298,0,true,
409,Cyanoderma chrysaeum,金头穗鹛,golden babbler,Timaliidae,鹛科,PASSERIFORMES,LC,,153,153,0,true,
411,Cyanoderma ruficeps,红头穗鹛,rufous capped babbler,Timaliidae,鹛科,PASSERIFORMES,LC,,338,338,0,true,
412,Cyanoderma rufifrons,红额穗鹛,rufous fronted babbler,Timaliidae,鹛科,PASSERIFORMES,LC,,80,80,0,true,黄喉穗鹛Buff-chested Babbler Cyanoderma ambiguum重新合并至红额穗鹛Rufous-fronted Babbler C. rufifrons（del Hoyo & Collar 2016），名录中做相应调整
413,Cyanopica cyanus,灰喜鹊,azure winged magpie,Corvidae,鸦科,PASSERIFORMES,LC,,2949,2949,0,true,
414,Cyanoptila cumatilis,琉璃蓝鹟,zappey's flycatcher,Muscicapidae,鹟科,PASSERIFORMES,NT,,98,64,34,true,
415,Cyanoptila cyanomelana,白腹蓝鹟,blue and white flycatcher,Muscicapidae,鹟科,PASSERIFORMES,LC,,400,400,0,true,
416,Cygnus columbianus,小天鹅,tundra swan,Anatidae,鸭科,ANSERIFORMES,LC,二级,673,673,0,true,
417,Cygnus cygnus,大天鹅,whooper swan,Anatidae,鸭科,ANSERIFORMES,LC,二级,2579,2579,0,true,
418,Cygnus olor,疣鼻天鹅,mute swan,Anatidae,鸭科,ANSERIFORMES,LC,二级,239,239,0,true,
419,Cyornis brunneatus,白喉林鹟,brown chested jungle flycatcher,Muscicapidae,鹟科,PASSERIFORMES,VU,二级,77,40,37,true,
420,Cyornis glaucicomans,中华仙鹟,chinese blue flycatcher,Muscicapidae,鹟科,PASSERIFORMES,LC,,160,160,0,true,
421,Cyornis hainanus,海南蓝仙鹟,hainan blue flycatcher,Muscicapidae,鹟科,PASSERIFORMES,LC,,167,167,0,true,
423,Cyornis poliogenys,灰颊仙鹟,pale chinned flycatcher,Muscicapidae,鹟科,PASSERIFORMES,LC,,100,69,31,true,
425,Cyornis unicolor,纯蓝仙鹟,pale blue flycatcher,Muscicapidae,鹟科,PASSERIFORMES,LC,,162,162,0,true,
426,Cyornis whitei,山蓝仙鹟,hill blue flycatcher,Muscicapidae,鹟科,PASSERIFORMES,LC,,120,120,0,true,
427,Cypsiurus balasiensis,棕雨燕,asian palm swift,Apodidae,雨燕科,APODIFORMES,LC,,191,191,0,true,
428,Delichon dasypus,烟腹毛脚燕,asian house martin,Hirundinidae,燕科,PASSERIFORMES,LC,,406,406,0,true,
429,Delichon lagopodum,白腹毛脚燕,siberian house martin,Hirundinidae,燕科,PASSERIFORMES,LC,,162,162,0,true,
430,Delichon nipalense,黑喉毛脚燕,nepal house martin,Hirundinidae,燕科,PASSERIFORMES,LC,,105,54,51,true,
431,Delichon urbicum,西方毛脚燕,common house martin,Hirundinidae,燕科,PASSERIFORMES,LC,,184,184,0,true,
432,Dendrocitta formosae,灰树鹊,grey treepie,Corvidae,鸦科,PASSERIFORMES,LC,,892,892,0,true,
433,Dendrocitta frontalis,黑额树鹊,collared treepie,Corvidae,鸦科,PASSERIFORMES,LC,,105,73,32,true,
434,Dendrocitta vagabunda,棕腹树鹊,rufous treepie,Corvidae,鸦科,PASSERIFORMES,LC,,291,291,0,true,
435,Dendrocopos atratus,纹胸啄木鸟,stripe breasted woodpecker,Picidae,啄木鸟科,PICIFORMES,LC,,101,69,32,true,
436,Dendrocopos darjellensis,黄颈啄木鸟,darjeeling woodpecker,Picidae,啄木鸟科,PICIFORMES,LC,,244,244,0,true,
437,Dendrocopos hyperythrus,棕腹啄木鸟,rufous bellied woodpecker,Picidae,啄木鸟科,PICIFORMES,LC,,189,189,0,true,
438,Dendrocopos leucopterus,白翅啄木鸟,white winged woodpecker,Picidae,啄木鸟科,PICIFORMES,LC,二级,78,78,0,true,
439,Dendrocopos leucotos,白背啄木鸟,white backed woodpecker,Picidae,啄木鸟科,PICIFORMES,LC,,143,143,0,true,
441,Dendrocopos major,大斑啄木鸟,great spotted woodpecker,Picidae,啄木鸟科,PICIFORMES,LC,,1253,1253,0,true,
443,Dendrocygna javanica,栗树鸭,lesser whistling duck,Anatidae,鸭科,ANSERIFORMES,LC,二级,130,130,0,true,
444,Dendronanthus indicus,山鹡鸰,forest wagtail,Motacillidae,鹡鸰科,PASSERIFORMES,LC,,371,371,0,true,
445,Dicaeum agile,厚嘴啄花鸟,thick billed flowerpecker,Dicaeidae,啄花鸟科,PASSERIFORMES,LC,,95,95,0,true,
447,Dicaeum cruentatum,朱背啄花鸟,scarlet backed flowerpecker,Dicaeidae,啄花鸟科,PASSERIFORMES,LC,,238,238,0,true,
448,Dicaeum ignipectus,红胸啄花鸟,fire breasted flowerpecker,Dicaeidae,啄花鸟科,PASSERIFORMES,LC,,265,265,0,true,
449,Dicaeum melanozanthum,黄腹啄花鸟,yellow bellied flowerpecker,Dicaeidae,啄花鸟科,PASSERIFORMES,LC,,232,232,0,true,
450,Dicaeum minullum,纯色啄花鸟,plain flowerpecker,Dicaeidae,啄花鸟科,PASSERIFORMES,LC,,149,149,0,true,
451,Dicrurus aeneus,古铜色卷尾,bronzed drongo,Dicruridae,卷尾科,PASSERIFORMES,LC,,158,158,0,true,
452,Dicrurus annectens,鸦嘴卷尾,crow billed drongo,Dicruridae,卷尾科,PASSERIFORMES,LC,,97,97,0,true,
453,Dicrurus hottentottus,发冠卷尾,hair crested drongo,Dicruridae,卷尾科,PASSERIFORMES,LC,,595,595,0,true,
454,Dicrurus leucophaeus,灰卷尾,ashy drongo,Dicruridae,卷尾科,PASSERIFORMES,LC,,666,666,0,true,
455,Dicrurus macrocercus,黑卷尾,black drongo,Dicruridae,卷尾科,PASSERIFORMES,LC,,967,967,0,true,
456,Dicrurus paradiseus,大盘尾,greater racket tailed drongo,Dicruridae,卷尾科,PASSERIFORMES,LC,二级,217,217,0,true,
457,Dicrurus remifer,小盘尾,lesser racket tailed drongo,Dicruridae,卷尾科,PASSERIFORMES,LC,二级,100,72,28,true,
459,Dryobates cathpharius,红枕啄木鸟,crimson naped woodpecker,Picidae,啄木鸟科,PICIFORMES,LC,,80,47,33,true,中文名由赤胸啄木鸟改为红枕啄木鸟，英文名由Crimson-breasted Woodpecker改为Crimson-naped Woodpecker
460,Dryobates minor,小斑啄木鸟,lesser spotted woodpecker,Picidae,啄木鸟科,PICIFORMES,LC,,82,82,0,true,
461,Dryobates pernyii,赤胸啄木鸟,necklaced woodpecker,Picidae,啄木鸟科,PICIFORMES,LC,,90,56,34,true,将赤胸啄木鸟的pernyii、tenebrosus和innixus亚种提升为独立种Dryobates pernyii（del Hoyo & Collar 2014）
