model_output_id,canonical_sci,canonical_zh,canonical_en,family_sci,family_zh,order_sci,iucn,protect_level,v3_n,v1_n,aug_n,in_china_v12,note
861,Monticola solitarius,蓝矶鸫,blue rock thrush,Muscicapidae,鹟科,PASSERIFORMES,LC,,620,620,0,true,
862,Montifringilla adamsi,褐翅雪雀,black winged snowfinch,Passeridae,雀科,PASSERIFORMES,LC,,113,113,0,true,
863,Montifringilla henrici,藏雪雀,tibetan snowfinch,Passeridae,雀科,PASSERIFORMES,LC,,116,116,0,true,
864,Montifringilla nivalis,白斑翅雪雀,white winged snowfinch,Passeridae,雀科,PASSERIFORMES,LC,,86,41,45,true,
865,Motacilla alba,白鹡鸰,white wagtail,Motacillidae,鹡鸰科,PASSERIFORMES,LC,,5006,5006,0,true,
866,Motacilla cinerea,灰鹡鸰,grey wagtail,Motacillidae,鹡鸰科,PASSERIFORMES,LC,,1310,1310,0,true,
867,Motacilla citreola,黄头鹡鸰,citrine wagtail,Motacillidae,鹡鸰科,PASSERIFORMES,LC,,466,466,0,true,
868,Motacilla flava,西黄鹡鸰,western yellow wagtail,Motacillidae,鹡鸰科,PASSERIFORMES,LC,,94,94,0,true,
871,Motacilla tschutschensis,黄鹡鸰,eastern yellow wagtail,Motacillidae,鹡鸰科,PASSERIFORMES,LC,,515,515,0,true,
872,Moupinia poecilotis,宝兴鹛雀,rufous tailed babbler,Paradoxornithidae,鸦雀科,PASSERIFORMES,LC,二级,88,62,26,true,
873,Mulleripicus pulverulentus,大灰啄木鸟,great slaty woodpecker,Picidae,啄木鸟科,PICIFORMES,VU,二级,86,60,26,true,
874,Muscicapa dauurica,北灰鹟,asian brown flycatcher,Muscicapidae,鹟科,PASSERIFORMES,LC,,312,312,0,true,
875,Muscicapa ferruginea,棕尾褐鹟,ferruginous flycatcher,Muscicapidae,鹟科,PASSERIFORMES,LC,,221,221,0,true,
876,Muscicapa griseisticta,灰纹鹟,grey streaked flycatcher,Muscicapidae,鹟科,PASSERIFORMES,LC,,328,328,0,true,
877,Muscicapa muttui,褐胸鹟,brown breasted flycatcher,Muscicapidae,鹟科,PASSERIFORMES,LC,,183,183,0,true,
878,Muscicapa sibirica,乌鹟,dark sided flycatcher,Muscicapidae,鹟科,PASSERIFORMES,LC,,381,381,0,true,
879,Muscicapa striata,斑鹟,spotted flycatcher,Muscicapidae,鹟科,PASSERIFORMES,LC,,90,32,58,true,
880,Mycerobas affinis,黄颈拟蜡嘴雀,collared grosbeak,Fringillidae,燕雀科,PASSERIFORMES,LC,,96,96,0,true,
881,Mycerobas carnipes,白斑翅拟蜡嘴雀,white winged grosbeak,Fringillidae,燕雀科,PASSERIFORMES,LC,,144,144,0,true,
882,Mycerobas melanozanthos,白点翅拟蜡嘴雀,spot winged grosbeak,Fringillidae,燕雀科,PASSERIFORMES,LC,,75,75,0,true,
884,Myiomela leucura,白尾蓝地鸲,white tailed robin,Muscicapidae,鹟科,PASSERIFORMES,LC,,205,205,0,true,
885,Myophonus caeruleus,紫啸鸫,blue whistling thrush,Muscicapidae,鹟科,PASSERIFORMES,LC,,697,697,0,true,
886,Myophonus insularis,台湾紫啸鸫,taiwan whistling thrush,Muscicapidae,鹟科,PASSERIFORMES,LC,,95,95,0,true,
887,Myzornis pyrrhoura,火尾绿鹛,fire tailed myzornis,Paradoxornithidae,鸦雀科,PASSERIFORMES,LC,,216,216,0,true,
888,Napothera epilepidota,纹胸鹪鹛,eyebrowed wren babbler,Pellorneidae,幽鹛科,PASSERIFORMES,LC,,112,52,60,true,
889,Napothera malacoptila,长嘴鹩鹛,long billed wren babbler,Pellorneidae,幽鹛科,PASSERIFORMES,LC,,89,39,50,true,
891,Neophron percnopterus,白兀鹫,egyptian vulture,Accipitridae,鹰科,ACCIPITRIFORMES,EN,二级,84,84,0,true,
892,Netta rufina,赤嘴潜鸭,red crested pochard,Anatidae,鸭科,ANSERIFORMES,LC,,589,589,0,true,
893,Nettapus coromandelianus,棉凫,cotton pygmy goose,Anatidae,鸭科,ANSERIFORMES,LC,二级,233,233,0,true,
894,Niltava davidi,棕腹大仙鹟,fujian niltava,Muscicapidae,鹟科,PASSERIFORMES,LC,二级,193,193,0,true,
895,Niltava grandis,大仙鹟,large niltava,Muscicapidae,鹟科,PASSERIFORMES,LC,二级,108,71,37,true,
896,Niltava macgrigoriae,小仙鹟,small niltava,Muscicapidae,鹟科,PASSERIFORMES,LC,,81,81,0,true,
898,Niltava sundara,棕腹仙鹟,rufous bellied niltava,Muscicapidae,鹟科,PASSERIFORMES,LC,,84,84,0,true,
900,Ninox japonica,北鹰鸮,northern boobook,Strigidae,鸱鸮科,STRIGIFORMES,LC,二级,183,183,0,true,
901,Ninox scutulata,鹰鸮,brown hawk owl,Strigidae,鸱鸮科,STRIGIFORMES,LC,二级,97,64,33,true,
902,Nipponia nippon,朱鹮,crested ibis,Threskiornithidae,鹮科,PELECANIFORMES,EN,一级,461,461,0,true,
903,Nisaetus cirrhatus,凤头鹰雕,changeable hawk eagle,Accipitridae,鹰科,ACCIPITRIFORMES,LC,二级,90,34,56,true,
904,Nisaetus nipalensis,鹰雕,mountain hawk eagle,Accipitridae,鹰科,ACCIPITRIFORMES,NT,二级,238,238,0,true,
906,Nucifraga hemispila,星鸦,southern nutcracker,Corvidae,鸦科,PASSERIFORMES,LC,,213,213,0,true,"将星鸦的hemispila、macella, interdicta 和 owstoni亚种提升为独立种Nucifraga hemispila（del Hoyo & Collar 2016; de Raad et al. 2022），中文名保留星鸦，英文名为Southern Nutcracker"
908,Numenius arquata,白腰杓鹬,eurasian curlew,Scolopacidae,丘鹬科,CHARADRIIFORMES,NT,二级,450,450,0,true,
909,Numenius madagascariensis,大杓鹬,eastern curlew,Scolopacidae,丘鹬科,CHARADRIIFORMES,EN,二级,291,291,0,true,
910,Numenius minutus,小杓鹬,little curlew,Scolopacidae,丘鹬科,CHARADRIIFORMES,LC,二级,250,250,0,true,
911,Numenius phaeopus,中杓鹬,eurasian whimbrel,Scolopacidae,丘鹬科,CHARADRIIFORMES,LC,,678,678,0,true,
913,Nycticorax nycticorax,夜鹭,black crowned night heron,Ardeidae,鹭科,PELECANIFORMES,LC,,4761,4761,0,true,
914,Nyctyornis athertoni,蓝须夜蜂虎,blue bearded bee eater,Meropidae,蜂虎科,CORACIIFORMES,LC,二级,119,119,0,true,
915,Oceanites oceanicus,黄蹼洋海燕,wilson's storm petrel,Oceanitidae,洋海燕科,PROCELLARIIFORMES,LC,,93,74,19,true,
916,Oenanthe deserti,漠䳭,desert wheatear,Muscicapidae,鹟科,PASSERIFORMES,LC,,75,75,0,true,
917,Oenanthe isabellina,沙䳭,isabelline wheatear,Muscicapidae,鹟科,PASSERIFORMES,LC,,167,167,0,true,
918,Oenanthe oenanthe,穗䳭,northern wheatear,Muscicapidae,鹟科,PASSERIFORMES,LC,,244,244,0,true,
920,Oenanthe pleschanka,白顶䳭,pied wheatear,Muscicapidae,鹟科,PASSERIFORMES,LC,,127,127,0,true,
921,Onychoprion aleuticus,白腰燕鸥,aleutian tern,Laridae,鸥科,CHARADRIIFORMES,VU,,131,131,0,true,
922,Onychoprion anaethetus,褐翅燕鸥,bridled tern,Laridae,鸥科,CHARADRIIFORMES,LC,,150,150,0,true,
923,Onychoprion fuscatus,乌燕鸥,sooty tern,Laridae,鸥科,CHARADRIIFORMES,LC,,104,53,51,true,
924,Onychostruthus taczanowskii,白腰雪雀,white rumped snowfinch,Passeridae,雀科,PASSERIFORMES,LC,,210,210,0,true,
925,Oriolus chinensis,黑枕黄鹂,black naped oriole,Oriolidae,黄鹂科,PASSERIFORMES,LC,,514,514,0,true,
926,Oriolus kundoo,印度金黄鹂,indian golden oriole,Oriolidae,黄鹂科,PASSERIFORMES,LC,,96,66,30,true,
928,Oriolus oriolus,金黄鹂,eurasian golden oriole,Oriolidae,黄鹂科,PASSERIFORMES,LC,,231,231,0,true,
929,Oriolus tenuirostris,细嘴黄鹂,slender billed oriole,Oriolidae,黄鹂科,PASSERIFORMES,LC,,81,81,0,true,
930,Oriolus traillii,朱鹂,maroon oriole,Oriolidae,黄鹂科,PASSERIFORMES,LC,,117,117,0,true,
931,Oriolus xanthornus,黑头黄鹂,black hooded oriole,Oriolidae,黄鹂科,PASSERIFORMES,LC,,137,137,0,true,
932,Oroanassa magnifica,海南鳽,white eared night heron,Ardeidae,鹭科,PELECANIFORMES,EN,一级,128,128,0,true,由Gorsachius属移入Oroanassa属，学名由Gorsachius magnificus改为Oroanassa magnifica（Hruska et al. 2023）
933,Orthotomus atrogularis,黑喉缝叶莺,dark necked tailorbird,Cisticolidae,扇尾莺科,PASSERIFORMES,LC,,97,71,26,true,
934,Orthotomus sutorius,长尾缝叶莺,common tailorbird,Cisticolidae,扇尾莺科,PASSERIFORMES,LC,,783,783,0,true,
935,Otis tarda,大鸨,great bustard,Otididae,鸨科,OTIDIFORMES,EN,一级,222,222,0,true,IUCN红色名录等级由VU升为EN
938,Otus lettia,领角鸮,collared scops owl,Strigidae,鸱鸮科,STRIGIFORMES,LC,二级,243,243,0,true,
939,Otus scops,西红角鸮,eurasian scops owl,Strigidae,鸱鸮科,STRIGIFORMES,LC,二级,84,84,0,true,
942,Otus sunia,红角鸮,oriental scops owl,Strigidae,鸱鸮科,STRIGIFORMES,LC,二级,256,256,0,true,
943,Oxyura leucocephala,白头硬尾鸭,white headed duck,Anatidae,鸭科,ANSERIFORMES,EN,一级,217,217,0,true,
944,Pandion haliaetus,鹗,osprey,Pandionidae,鹗科,ACCIPITRIFORMES,LC,二级,815,765,50,true,"英文名由Western Osprey改为Osprey（Monti et al. 2015; Monti et. al. 2018; HBW/BirdLife, Clements）"
945,Panurus biarmicus,文须雀,bearded reedling,Panuridae,文须雀科,PASSERIFORMES,LC,,462,462,0,true,
946,Paradoxornis aemodius,红嘴鸦雀,great parrotbill,Paradoxornithidae,鸦雀科,PASSERIFORMES,LC,,183,183,0,true,由Conostoma属移入Paradoxornis属（Cai et al. 2019），其学名由Conostoma aemodium修订为Paradoxornis aemodius
948,Paradoxornis gularis,灰头鸦雀,grey headed parrotbill,Paradoxornithidae,鸦雀科,PASSERIFORMES,LC,,320,320,0,true,由Psittiparus属移入Paradoxornis属（Cai et al. 2019）
949,Paradoxornis guttaticollis,点胸鸦雀,spot breasted parrotbill,Paradoxornithidae,鸦雀科,PASSERIFORMES,LC,,97,97,0,true,
950,Paradoxornis heudei,震旦鸦雀,reed parrotbill,Paradoxornithidae,鸦雀科,PASSERIFORMES,NT,二级,628,628,0,true,由Calamornis属移入Paradoxornis属（Cai et al. 2019）
951,Paradoxornis paradoxus,三趾鸦雀,three toed parrotbill,Paradoxornithidae,鸦雀科,PASSERIFORMES,LC,二级,138,138,0,true,由Cholornis属移入Paradoxornis属（Cai et al. 2019）
953,Paradoxornis unicolor,褐鸦雀,brown parrotbill,Paradoxornithidae,鸦雀科,PASSERIFORMES,LC,,170,170,0,true,由Cholornis属移入Paradoxornis属（Cai et al. 2019）
954,Parayuhina diademata,白领凤鹛,white collared yuhina,Zosteropidae,绣眼鸟科,PASSERIFORMES,LC,,352,352,0,true,
955,Pardaliparus venustulus,黄腹山雀,yellow bellied tit,Paridae,山雀科,PASSERIFORMES,LC,,1036,1036,0,true,
956,Parus cinereus,大山雀,cinereous tit,Paridae,山雀科,PASSERIFORMES,NR,,3812,3812,0,true,中文名由远东山雀恢复为大山雀，学名由Parus minor改为Parus cinereus
957,Parus major,欧亚大山雀,great tit,Paridae,山雀科,PASSERIFORMES,LC,,350,308,42,true,中文名由大山雀改为欧亚大山雀
958,Parus monticolus,绿背山雀,green backed tit,Paridae,山雀科,PASSERIFORMES,LC,,611,611,0,true,
959,Passer ammodendri,黑顶麻雀,saxaul sparrow,Passeridae,雀科,PASSERIFORMES,LC,,100,100,0,true,
960,Passer cinnamomeus,山麻雀,russet sparrow,Passeridae,雀科,PASSERIFORMES,LC,,699,699,0,true,
961,Passer domesticus,家麻雀,house sparrow,Passeridae,雀科,PASSERIFORMES,LC,,526,488,38,true,
962,Passer hispaniolensis,黑胸麻雀,spanish sparrow,Passeridae,雀科,PASSERIFORMES,LC,,92,57,35,true,
963,Passer montanus,麻雀,eurasian tree sparrow,Passeridae,雀科,PASSERIFORMES,LC,,5042,5042,0,true,
965,Pastor roseus,粉红椋鸟,rosy starling,Sturnidae,椋鸟科,PASSERIFORMES,LC,,81,81,0,true,
966,Pavo muticus,绿孔雀,green peafowl,Phasianidae,雉科,GALLIFORMES,EN,一级,134,134,0,true,
967,Pelargopsis capensis,鹳嘴翡翠,stork billed kingfisher,Alcedinidae,翠鸟科,CORACIIFORMES,LC,二级,274,274,0,true,
968,Pelecanus crispus,卷羽鹈鹕,dalmatian pelican,Pelecanidae,鹈鹕科,PELECANIFORMES,NT,一级,640,640,0,true,
969,Pelecanus onocrotalus,白鹈鹕,great white pelican,Pelecanidae,鹈鹕科,PELECANIFORMES,LC,一级,201,201,0,true,
970,Pelecanus philippensis,斑嘴鹈鹕,spot billed pelican,Pelecanidae,鹈鹕科,PELECANIFORMES,NT,一级,81,34,47,true,
972,Pellorneum ruficeps,棕头幽鹛,puff throated babbler,Pellorneidae,幽鹛科,PASSERIFORMES,LC,,119,119,0,true,
973,Pellorneum tickelli,棕胸雅鹛,buff breasted babbler,Pellorneidae,幽鹛科,PASSERIFORMES,LC,,84,84,0,true,
974,Perdix dauurica,斑翅山鹑,daurian partridge,Phasianidae,雉科,GALLIFORMES,LC,,199,199,0,true,
975,Perdix hodgsoniae,高原山鹑,tibetan partridge,Phasianidae,雉科,GALLIFORMES,LC,,212,212,0,true,
976,Perdix perdix,灰山鹑,grey partridge,Phasianidae,雉科,GALLIFORMES,LC,,82,43,39,true,
977,Pericrocotus brevirostris,短嘴山椒鸟,short billed minivet,Campephagidae,鹃鵙科,PASSERIFORMES,LC,,104,104,0,true,
978,Pericrocotus cantonensis,小灰山椒鸟,swinhoe's minivet,Campephagidae,鹃鵙科,PASSERIFORMES,LC,,446,446,0,true,
979,Pericrocotus divaricatus,灰山椒鸟,ashy minivet,Campephagidae,鹃鵙科,PASSERIFORMES,LC,,367,367,0,true,
980,Pericrocotus ethologus,长尾山椒鸟,long tailed minivet,Campephagidae,鹃鵙科,PASSERIFORMES,LC,,219,219,0,true,
981,Pericrocotus roseus,粉红山椒鸟,rosy minivet,Campephagidae,鹃鵙科,PASSERIFORMES,LC,,103,103,0,true,
982,Pericrocotus solaris,灰喉山椒鸟,grey chinned minivet,Campephagidae,鹃鵙科,PASSERIFORMES,LC,,912,912,0,true,
983,Pericrocotus speciosus,赤红山椒鸟,scarlet minivet,Campephagidae,鹃鵙科,PASSERIFORMES,LC,,532,532,0,true,
984,Pericrocotus tegimae,琉球山椒鸟,ryukyu minivet,Campephagidae,鹃鵙科,PASSERIFORMES,LC,,169,169,0,true,
985,Periparus ater,煤山雀,coal tit,Paridae,山雀科,PASSERIFORMES,LC,,571,571,0,true,
986,Periparus rubidiventris,黑冠山雀,rufous vented tit,Paridae,山雀科,PASSERIFORMES,LC,,238,238,0,true,
987,Periparus rufonuchalis,棕枕山雀,rufous naped tit,Paridae,山雀科,PASSERIFORMES,LC,,99,46,53,true,
988,Perisoreus infaustus,北噪鸦,siberian jay,Corvidae,鸦科,PASSERIFORMES,LC,,94,94,0,true,
989,Perisoreus internigrans,黑头噪鸦,sichuan jay,Corvidae,鸦科,PASSERIFORMES,NT,一级,94,58,36,true,IUCN红色名录等级由VU降为NT
991,Pernis ptilorhynchus,凤头蜂鹰,crested honey buzzard,Accipitridae,鹰科,ACCIPITRIFORMES,LC,二级,641,641,0,true,
993,Petronia petronia,石雀,rock sparrow,Passeridae,雀科,PASSERIFORMES,LC,,168,168,0,true,
994,Phaenicophaeus tristis,绿嘴地鹃,green billed malkoha,Cuculidae,杜鹃科,CUCULIFORMES,LC,,96,96,0,true,
995,Phaethon aethereus,红嘴鹲,red billed tropicbird,Phaethontidae,鹲科,PHAETHONTIFORMES,LC,,234,234,0,true,
998,Phalacrocorax capillatus,暗绿背鸬鹚,japanese cormorant,Phalacrocoracidae,鸬鹚科,SULIFORMES,LC,,309,309,0,true,
999,Phalacrocorax carbo,普通鸬鹚,great cormorant,Phalacrocoracidae,鸬鹚科,SULIFORMES,LC,,2210,2210,0,true,
1000,Phalaropus fulicarius,灰瓣蹼鹬,red phalarope,Scolopacidae,丘鹬科,CHARADRIIFORMES,LC,,105,105,0,true,
1001,Phalaropus lobatus,红颈瓣蹼鹬,red necked phalarope,Scolopacidae,丘鹬科,CHARADRIIFORMES,LC,,248,248,0,true,
1002,Phasianus colchicus,雉鸡,common pheasant,Phasianidae,雉科,GALLIFORMES,LC,,1168,1168,0,true,
1003,Phodilus badius,栗鸮,oriental bay owl,Tytonidae,仓鸮科,STRIGIFORMES,LC,二级,146,146,0,true,
1004,Phoebastria albatrus,短尾信天翁,short tailed albatross,Diomedeidae,信天翁科,PROCELLARIIFORMES,VU,一级,95,43,52,true,
1006,Phoebastria nigripes,黑脚信天翁,black footed albatross,Diomedeidae,信天翁科,PROCELLARIIFORMES,NT,一级,87,45,42,true,
1007,Phoenicopterus roseus,大红鹳,greater flamingo,Phoenicopteridae,红鹳科,PHOENICOPTERIFORMES,LC,,214,171,43,true,
1008,Phoenicurus alaschanicus,贺兰山红尾鸲,ala shan redstart,Muscicapidae,鹟科,PASSERIFORMES,NT,二级,221,221,0,true,
1009,Phoenicurus auroreus,北红尾鸲,daurian redstart,Muscicapidae,鹟科,PASSERIFORMES,LC,,5174,5174,0,true,
1010,Phoenicurus coeruleocephala,蓝头红尾鸲,blue capped redstart,Muscicapidae,鹟科,PASSERIFORMES,LC,,100,68,32,true,
1011,Phoenicurus erythrogastrus,红腹红尾鸲,white winged redstart,Muscicapidae,鹟科,PASSERIFORMES,LC,,177,177,0,true,
1012,Phoenicurus erythronotus,红背红尾鸲,eversmann's redstart,Muscicapidae,鹟科,PASSERIFORMES,LC,,105,71,34,true,
1013,Phoenicurus frontalis,蓝额红尾鸲,blue fronted redstart,Muscicapidae,鹟科,PASSERIFORMES,LC,,404,404,0,true,
1014,Phoenicurus fuliginosus,红尾水鸲,plumbeous water redstart,Muscicapidae,鹟科,PASSERIFORMES,LC,,2343,2343,0,true,
1015,Phoenicurus hodgsoni,黑喉红尾鸲,hodgson's redstart,Muscicapidae,鹟科,PASSERIFORMES,LC,,183,183,0,true,
1016,Phoenicurus leucocephalus,白顶溪鸲,white capped water redstart,Muscicapidae,鹟科,PASSERIFORMES,LC,,705,705,0,true,
1017,Phoenicurus ochruros,赭红尾鸲,black redstart,Muscicapidae,鹟科,PASSERIFORMES,LC,,361,361,0,true,
1018,Phoenicurus phoenicurus,欧亚红尾鸲,common redstart,Muscicapidae,鹟科,PASSERIFORMES,LC,,95,56,39,true,
1019,Phoenicurus schisticeps,白喉红尾鸲,white throated redstart,Muscicapidae,鹟科,PASSERIFORMES,LC,,327,327,0,true,
1020,Phyllergates cucullatus,金头拟缝叶莺,mountain tailorbird,Cettiidae,树莺科,PASSERIFORMES,LC,,78,46,32,true,中文名由金头缝叶莺改为金头拟缝叶莺
1021,Phylloscopus affinis,黄腹柳莺,tickell's leaf warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,291,291,0,true,
1022,Phylloscopus armandii,棕眉柳莺,yellow streaked warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,141,141,0,true,
1023,Phylloscopus borealis,极北柳莺,arctic warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,383,383,0,true,
1024,Phylloscopus borealoides,库页岛柳莺,sakhalin leaf warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,100,100,0,true,
1025,Phylloscopus burkii,金眶鹟莺,green crowned warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,107,72,35,true,
1027,Phylloscopus cantator,黄胸柳莺,yellow vented warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,89,53,36,true,
1028,Phylloscopus castaniceps,栗头鹟莺,chestnut crowned warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,146,146,0,true,
1029,Phylloscopus chloronotus,淡黄腰柳莺,lemon rumped warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,97,68,29,true,
1030,Phylloscopus claudiae,冠纹柳莺,claudia's leaf warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,155,155,0,true,
1031,Phylloscopus collybita,叽喳柳莺,common chiffchaff,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,289,289,0,true,
1032,Phylloscopus coronatus,冕柳莺,eastern crowned warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,386,386,0,true,
1033,Phylloscopus emeiensis,峨眉柳莺,emei leaf warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,79,69,10,true,
1034,Phylloscopus examinandus,堪察加柳莺,kamchatka leaf warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,105,70,35,true,
1035,Phylloscopus forresti,四川柳莺,sichuan leaf warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,109,109,0,true,
1036,Phylloscopus fuligiventer,烟柳莺,smoky warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,90,90,0,true,
1037,Phylloscopus fuscatus,褐柳莺,dusky warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,633,633,0,true,
1038,Phylloscopus goodsoni,华南冠纹柳莺,hartert's leaf warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,211,211,0,true,
1039,Phylloscopus griseolus,灰柳莺,sulphur bellied warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,105,73,32,true,
1040,Phylloscopus hainanus,海南柳莺,hainan leaf warbler,Phylloscopidae,柳莺科,PASSERIFORMES,VU,,100,67,33,true,
1041,Phylloscopus humei,淡眉柳莺,hume's leaf warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,168,168,0,true,
1043,Phylloscopus inornatus,黄眉柳莺,yellow browed warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,791,791,0,true,
1044,Phylloscopus intensior,云南白斑尾柳莺,davison's leaf warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,94,67,27,true,
1045,Phylloscopus intermedius,白眶鹟莺,white spectacled warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,151,151,0,true,
1047,Phylloscopus maculipennis,灰喉柳莺,ashy throated warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,124,124,0,true,
1048,Phylloscopus magnirostris,乌嘴柳莺,large billed leaf warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,161,161,0,true,
1049,Phylloscopus occisinensis,华西柳莺,alpine leaf warbler,Phylloscopidae,柳莺科,PASSERIFORMES,NR,,109,109,0,true,
1050,Phylloscopus ogilviegranti,白斑尾柳莺,kloss's leaf warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,87,63,24,true,
1052,Phylloscopus plumbeitarsus,双斑绿柳莺,two barred warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,184,184,0,true,
1053,Phylloscopus poliogenys,灰脸鹟莺,grey cheeked warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,100,100,0,true,
1054,Phylloscopus proregulus,黄腰柳莺,pallas's leaf warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,1426,1426,0,true,
1055,Phylloscopus pulcher,橙斑翅柳莺,buff barred warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,259,259,0,true,
1056,Phylloscopus reguloides,西南冠纹柳莺,blyth's leaf warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,107,107,0,true,
1057,Phylloscopus ricketti,黑眉柳莺,sulphur breasted warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,133,133,0,true,
1058,Phylloscopus schwarzi,巨嘴柳莺,radde's warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,270,270,0,true,
1059,Phylloscopus sibilatrix,林柳莺,wood warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,133,133,0,true,
1060,Phylloscopus sindianus,东方叽喳柳莺,mountain chiffchaff,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,133,30,103,true,
1061,Phylloscopus soror,淡尾鹟莺,plain tailed warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,86,86,0,true,
1062,Phylloscopus subaffinis,棕腹柳莺,buff throated warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,253,253,0,true,
1063,Phylloscopus tenellipes,淡脚柳莺,pale legged leaf warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,112,112,0,true,英文名由Pale-legged Warbler改为Pale-legged Leaf Warbler
1064,Phylloscopus tephrocephalus,灰冠鹟莺,grey crowned warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,105,68,37,true,
1065,Phylloscopus trochiloides,暗绿柳莺,greenish warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,192,192,0,true,
1066,Phylloscopus trochilus,欧柳莺,willow warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,105,47,58,true,
1067,Phylloscopus valentini,比氏鹟莺,bianchi's warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,108,55,53,true,
1069,Phylloscopus xanthodryas,日本柳莺,japanese leaf warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,103,42,61,true,
1071,Phylloscopus yunnanensis,云南柳莺,chinese leaf warbler,Phylloscopidae,柳莺科,PASSERIFORMES,LC,,148,148,0,true,
1072,Pica bottanensis,青藏喜鹊,black rumped magpie,Corvidae,鸦科,PASSERIFORMES,LC,,229,229,0,true,
1073,Pica pica,欧亚喜鹊,eurasian magpie,Corvidae,鸦科,PASSERIFORMES,LC,,318,318,0,true,
1074,Pica serica,喜鹊,oriental magpie,Corvidae,鸦科,PASSERIFORMES,LC,,4995,4995,0,true,
1075,Picoides tridactylus,三趾啄木鸟,eurasian three toed woodpecker,Picidae,啄木鸟科,PICIFORMES,LC,二级,75,75,0,true,
1076,Picumnus innominatus,斑姬啄木鸟,speckled piculet,Picidae,啄木鸟科,PICIFORMES,LC,,606,606,0,true,
1077,Picus canus,灰头绿啄木鸟,grey headed woodpecker,Picidae,啄木鸟科,PICIFORMES,LC,,1062,1062,0,true,
1078,Picus chlorolophus,黄冠啄木鸟,lesser yellownape,Picidae,啄木鸟科,PICIFORMES,LC,二级,198,198,0,true,
1080,Picus squamatus,鳞腹绿啄木鸟,scaly bellied woodpecker,Picidae,啄木鸟科,PICIFORMES,LC,,95,71,24,true,
1081,Picus vittatus,花腹绿啄木鸟,laced woodpecker,Picidae,啄木鸟科,PICIFORMES,LC,,85,85,0,true,
1083,Pinicola enucleator,松雀,pine grosbeak,Fringillidae,燕雀科,PASSERIFORMES,LC,,94,65,29,true,
1084,Pipilo erythrophthalmus,东方唧鹀,eastern towhee,Passerellidae,美洲雀科,PASSERIFORMES,,,78,0,78,false,
1085,Pitta brachyura,印度八色鸫,indian pitta,Pittidae,八色鸫科,PASSERIFORMES,LC,二级,195,195,0,true,2023年6月15日，四川雅安，殷后盛、刘祯祥、任永红（阙品甲等，2023）
1086,Pitta moluccensis,蓝翅八色鸫,blue winged pitta,Pittidae,八色鸫科,PASSERIFORMES,LC,二级,103,73,30,true,
1087,Pitta nympha,仙八色鸫,fairy pitta,Pittidae,八色鸫科,PASSERIFORMES,VU,二级,265,265,0,true,
1088,Pitta sordida,绿胸八色鸫,hooded pitta,Pittidae,八色鸫科,PASSERIFORMES,LC,二级,102,74,28,true,
1089,Platalea leucorodia,白琵鹭,eurasian spoonbill,Threskiornithidae,鹮科,PELECANIFORMES,LC,二级,973,973,0,true,
